Number,Vc,f,d,Ï•,VB,P,Replicate,Ra,Rz,Rq,Rt,Sm
16,280.0,0.1,0.95,D50,New,Middle,16,1.16,5.43,1.42,7.82,56.0
17,280.0,0.1,0.95,D50,New,Middle,16,1.05,4.76,1.26,5.23,89.0
1,220.0,0.08,0.7,D50,New,Middle,17,0.75,3.51,0.89,3.86,73.0
2,340.0,0.08,0.7,D50,New,Middle,17,0.73,3.55,0.88,3.95,50.0
3,220.0,0.12,0.7,D50,New,Middle,17,1.09,5.27,1.28,6.49,89.0
4,340.0,0.12,0.7,D50,New,Middle,17,1.22,6.02,1.46,7.18,76.0
5,220.0,0.08,1.2,D50,New,Middle,17,1.55,7.05,1.87,10.76,74.0
6,340.0,0.08,1.2,D50,New,Middle,17,1.11,5.0,1.33,7.67,63.0
7,220.0,0.12,1.2,D50,New,Middle,17,1.56,6.96,1.85,8.69,109.0
8,340.0,0.12,1.2,D50,New,Middle,17,1.59,6.95,1.88,7.48,121.0
9,179.09,0.1,0.95,D50,New,Middle,17,1.04,5.43,1.31,6.83,90.0
10,380.91,0.1,0.95,D50,New,Middle,17,1.3,6.58,1.65,10.05,79.0
11,280.0,0.07,0.95,D50,New,Middle,17,1.54,7.18,1.9,11.09,52.0
12,280.0,0.13,0.95,D50,New,Middle,17,1.43,6.2,1.68,7.19,128.0
13,280.0,0.1,0.53,D50,New,Middle,17,1.18,5.04,1.39,5.34,101.0
14,280.0,0.1,1.37,D50,New,Middle,17,1.08,5.61,1.34,6.4,94.0
15,280.0,0.1,0.95,D50,New,Middle,17,1.26,5.6,1.54,5.99,46.0
16,280.0,0.1,0.95,D50,New,Middle,17,1.27,5.46,1.51,6.13,64.0
17,280.0,0.1,0.95,D50,New,Middle,17,0.11,4.79,1.27,5.19,89.0
1,220.0,0.08,0.7,D50,New,Middle,18,0.79,3.4,0.92,3.78,75.0
2,340.0,0.08,0.7,D50,New,Middle,18,0.73,3.55,0.87,3.87,54.0
3,220.0,0.12,0.7,D50,New,Middle,18,1.18,5.58,1.4,8.07,83.0
4,340.0,0.12,0.7,D50,New,Middle,18,1.08,5.23,1.28,5.91,80.0
5,220.0,0.08,1.2,D50,New,Middle,18,1.35,6.3,1.66,9.84,70.0
6,340.0,0.08,1.2,D50,New,Middle,18,0.89,4.83,1.11,8.11,41.0
7,220.0,0.12,1.2,D50,New,Middle,18,1.55,6.55,1.83,6.99,119.0
8,340.0,0.12,1.2,D50,New,Middle,18,1.73,7.2,2.04,8.58,119.0
9,179.09,0.1,0.95,D50,New,Middle,18,1.27,6.24,1.58,8.9,84.0
10,380.91,0.1,0.95,D50,New,Middle,18,0.77,3.83,0.94,1.88,92.0
11,280.0,0.07,0.95,D50,New,Middle,18,1.2,5.58,1.46,5.88,48.0
12,280.0,0.13,0.95,D50,New,Middle,18,1.37,6.12,1.64,6.56,116.0
13,280.0,0.1,0.53,D50,New,Middle,18,1.25,5.09,1.44,5.83,101.0
14,280.0,0.1,1.37,D50,New,Middle,18,2.05,10.13,2.58,20.98,103.0
15,280.0,0.1,0.95,D50,New,Middle,18,1.28,5.7,1.54,6.04,48.0
16,280.0,0.1,0.95,D50,New,Middle,18,1.27,5.45,1.49,5.97,72.0
17,280.0,0.1,0.95,D50,New,Middle,18,1.01,4.89,1.23,5.48,87.0
1,220.0,0.08,0.7,D50,New,Middle,19,1.28,6.34,1.54,9.86,89.0
2,340.0,0.08,0.7,D50,New,Middle,19,0.71,3.41,0.85,3.83,55.0
3,220.0,0.12,0.7,D50,New,Middle,19,1.3,7.0,1.61,8.86,88.0
4,340.0,0.12,0.7,D50,New,Middle,19,1.17,5.27,1.37,6.07,80.0
5,220.0,0.08,1.2,D50,New,Middle,19,1.19,5.35,1.4,6.07,73.0
6,340.0,0.08,1.2,D50,New,Middle,19,0.77,3.78,0.91,4.92,44.0
7,220.0,0.12,1.2,D50,New,Middle,19,1.5,6.45,1.77,6.87,127.0
8,340.0,0.12,1.2,D50,New,Middle,19,1.65,6.91,1.95,7.7,117.0
9,179.09,0.1,0.95,D50,New,Middle,19,0.93,5.28,1.21,8.7,80.0
10,380.91,0.1,0.95,D50,New,Middle,19,0.78,3.96,0.97,4.8,96.0
11,280.0,0.07,0.95,D50,New,Middle,19,1.26,5.42,1.52,5.76,72.0
12,280.0,0.13,0.95,D50,New,Middle,19,1.36,6.35,1.64,9.18,129.0
13,280.0,0.1,0.53,D50,New,Middle,19,1.2,5.26,1.41,6.22,100.0
14,280.0,0.1,1.37,D50,New,Middle,19,1.26,5.76,1.54,6.75,100.0
15,280.0,0.1,0.95,D50,New,Middle,19,1.4,6.58,1.71,9.28,52.0
16,280.0,0.1,0.95,D50,New,Middle,19,1.35,6.05,1.59,7.8,90.0
17,280.0,0.1,0.95,D50,New,Middle,19,1.01,4.69,1.23,4.94,70.0
1,220.0,0.08,0.7,D50,New,Middle,20,0.76,3.26,0.89,3.7,68.0
2,340.0,0.08,0.7,D50,New,Middle,20,0.77,3.37,0.92,3.49,70.0
3,220.0,0.12,0.7,D50,New,Middle,20,1.11,4.94,1.28,5.56,126.0
4,340.0,0.12,0.7,D50,New,Middle,20,1.12,5.46,1.33,6.08,82.0
5,220.0,0.08,1.2,D50,New,Middle,20,1.34,5.65,1.56,8.14,71.0
6,340.0,0.08,1.2,D50,New,Middle,20,0.77,3.54,0.9,4.06,52.0
7,220.0,0.12,1.2,D50,New,Middle,20,1.6,7.08,1.91,8.48,120.0
8,340.0,0.12,1.2,D50,New,Middle,20,1.68,7.33,2.01,8.16,116.0
9,179.09,0.1,0.95,D50,New,Middle,20,1.14,6.03,1.45,7.41,73.0
10,380.91,0.1,0.95,D50,New,Middle,20,0.88,4.88,1.12,8.01,82.0
11,280.0,0.07,0.95,D50,New,Middle,20,1.29,5.49,1.52,6.1,61.0
12,280.0,0.13,0.95,D50,New,Middle,20,1.42,6.44,1.71,8.73,116.0
13,280.0,0.1,0.53,D50,New,Middle,20,1.14,5.01,1.34,5.41,99.0
14,280.0,0.1,1.37,D50,New,Middle,20,1.23,5.98,1.5,7.92,105.0
15,280.0,0.1,0.95,D50,New,Middle,20,1.33,5.92,1.6,7.2,47.0
16,280.0,0.1,0.95,D50,New,Middle,20,1.49,7.16,1.84,13.46,73.0
17,280.0,0.1,0.95,D50,New,Middle,20,1.05,4.77,1.27,4.96,92.0
1,220.0,0.08,0.7,D50,New,Middle,21,0.84,4.6,1.01,5.99,69.0
2,340.0,0.08,0.7,D50,New,Middle,21,0.68,3.63,0.81,3.44,55.0
3,220.0,0.12,0.7,D50,New,Middle,21,1.19,5.51,1.4,6.54,100.0
4,340.0,0.12,0.7,D50,New,Middle,21,1.15,5.13,1.34,5.84,80.0
5,220.0,0.08,1.2,D50,New,Middle,21,1.82,9.21,2.26,13.25,65.0
6,340.0,0.08,1.2,D50,New,Middle,21,0.78,3.75,0.92,4.36,59.0
7,220.0,0.12,1.2,D50,New,Middle,21,1.52,6.42,1.81,7.01,116.0
8,340.0,0.12,1.2,D50,New,Middle,21,1.79,7.47,2.11,8.55,117.0
9,179.09,0.1,0.95,D50,New,Middle,21,1.17,5.88,1.45,7.03,90.0
10,380.91,0.1,0.95,D50,New,Middle,21,1.13,5.28,1.39,10.36,90.0
11,280.0,0.07,0.95,D50,New,Middle,21,1.47,7.06,1.76,10.55,61.0
12,280.0,0.13,0.95,D50,New,Middle,21,1.4,6.55,1.67,9.09,114.0
13,280.0,0.1,0.53,D50,New,Middle,21,1.14,4.99,1.35,5.36,100.0
14,280.0,0.1,1.37,D50,New,Middle,21,1.24,5.66,1.51,6.66,100.0
15,280.0,0.1,0.95,D50,New,Middle,21,1.3,6.13,1.58,8.34,42.0
16,280.0,0.1,0.95,D50,New,Middle,21,1.5,6.98,1.84,13.87,64.0
17,280.0,0.1,0.95,D50,New,Middle,21,1.22,5.61,1.48,7.99,75.0
1,220.0,0.08,0.7,D50,New,Middle,22,0.76,3.52,0.89,4.22,76.0
2,340.0,0.08,0.7,D50,New,Middle,22,0.81,4.2,0.99,6.45,64.0
3,220.0,0.12,0.7,D50,New,Middle,22,1.12,4.92,1.28,5.68,123.0
4,340.0,0.12,0.7,D50,New,Middle,22,1.15,5.51,1.37,6.78,78.0
5,220.0,0.08,1.2,D50,New,Middle,22,1.25,5.94,1.48,7.96,63.0
6,340.0,0.08,1.2,D50,New,Middle,22,1.38,6.47,1.72,13.3,67.0
7,220.0,0.12,1.2,D50,New,Middle,22,1.61,6.88,1.9,8.09,123.0
8,340.0,0.12,1.2,D50,New,Middle,22,1.81,7.58,2.12,8.68,104.0
9,179.09,0.1,0.95,D50,New,Middle,22,0.92,4.81,1.18,5.85,75.0
10,380.91,0.1,0.95,D50,New,Middle,22,0.81,4.14,0.99,4.78,76.0
11,280.0,0.07,0.95,D50,New,Middle,22,1.38,5.74,1.6,6.15,69.0
12,280.0,0.13,0.95,D50,New,Middle,22,1.34,5.92,1.6,6.41,131.0
13,280.0,0.1,0.53,D50,New,Middle,22,1.23,5.32,1.45,5.98,100.0
14,280.0,0.1,1.37,D50,New,Middle,22,1.52,7.98,1.89,11.07,89.0
15,280.0,0.1,0.95,D50,New,Middle,22,1.31,5.75,1.57,6.09,44.0
16,280.0,0.1,0.95,D50,New,Middle,22,1.15,4.95,1.39,5.59,54.0
17,280.0,0.1,0.95,D50,New,Middle,22,1.21,5.9,1.51,9.57,85.0
1,220.0,0.08,0.7,D50,New,Middle,23,0.92,4.4,1.12,6.82,75.0
2,340.0,0.08,0.7,D50,New,Middle,23,0.67,3.41,0.82,3.86,52.0
3,220.0,0.12,0.7,D50,New,Middle,23,1.22,5.7,1.43,6.98,99.0
4,340.0,0.12,0.7,D50,New,Middle,23,1.15,5.22,1.34,5.89,85.0
5,220.0,0.08,1.2,D50,New,Middle,23,1.29,6.15,1.54,7.99,66.0
6,340.0,0.08,1.2,D50,New,Middle,23,1.03,5.26,1.27,7.44,57.0
7,220.0,0.12,1.2,D50,New,Middle,23,1.6,6.92,1.89,7.36,127.0
8,340.0,0.12,1.2,D50,New,Middle,23,1.74,7.23,2.05,8.3,123.0
9,179.09,0.1,0.95,D50,New,Middle,23,1.41,6.58,1.68,8.82,88.0
10,380.91,0.1,0.95,D50,New,Middle,23,0.91,4.57,1.13,6.4,73.0
11,280.0,0.07,0.95,D50,New,Middle,23,1.25,5.66,1.51,6.13,59.0
12,280.0,0.13,0.95,D50,New,Middle,23,1.47,6.77,1.76,9.46,131.0
13,280.0,0.1,0.53,D50,New,Middle,23,1.25,5.43,1.49,5.91,101.0
14,280.0,0.1,1.37,D50,New,Middle,23,1.24,5.83,1.51,6.3,101.0
15,280.0,0.1,0.95,D50,New,Middle,23,1.2,5.33,1.46,5.66,43.0
16,280.0,0.1,0.95,D50,New,Middle,23,1.22,5.49,1.48,7.19,64.0
17,280.0,0.1,0.95,D50,New,Middle,23,1.02,4.73,1.23,5.02,74.0
1,220.0,0.08,0.7,D50,New,Middle,24,0.77,4.0,0.94,6.33,75.0
2,340.0,0.08,0.7,D50,New,Middle,24,0.79,3.81,0.96,4.62,52.0
3,220.0,0.12,0.7,D50,New,Middle,24,1.09,4.92,1.26,5.23,108.0
4,340.0,0.12,0.7,D50,New,Middle,24,1.11,5.27,1.31,6.34,81.0
5,220.0,0.08,1.2,D50,New,Middle,24,1.38,6.75,1.64,9.57,67.0
6,340.0,0.08,1.2,D50,New,Middle,24,1.28,6.43,1.68,13.47,60.0
7,220.0,0.12,1.2,D50,New,Middle,24,1.64,6.76,1.94,7.6,119.0
8,340.0,0.12,1.2,D50,New,Middle,24,1.81,7.52,2.13,9.88,119.0
9,179.09,0.1,0.95,D50,New,Middle,24,0.84,4.51,1.08,5.06,58.0
10,380.91,0.1,0.95,D50,New,Middle,24,0.88,4.78,1.08,8.71,74.0
11,280.0,0.07,0.95,D50,New,Middle,24,1.3,5.79,1.54,6.31,64.0
12,280.0,0.13,0.95,D50,New,Middle,24,1.33,5.96,1.59,6.33,131.0
13,280.0,0.1,0.53,D50,New,Middle,24,1.23,5.28,1.45,5.95,100.0
14,280.0,0.1,1.37,D50,New,Middle,24,1.1,5.36,1.35,5.85,99.0
15,280.0,0.1,0.95,D50,New,Middle,24,1.38,5.5,1.63,5.97,64.0
16,280.0,0.1,0.95,D50,New,Middle,24,1.24,5.54,1.5,7.43,64.0
17,280.0,0.1,0.95,D50,New,Middle,24,1.09,4.92,1.3,5.38,88.0
1,220.0,0.08,0.7,D50,New,Chuck,25,0.8,3.69,0.96,4.39,71.0
2,340.0,0.08,0.7,D50,New,Chuck,25,0.72,3.55,0.87,3.94,57.0
3,220.0,0.12,0.7,D50,New,Chuck,25,1.18,6.93,1.47,10.4,104.0
4,340.0,0.12,0.7,D50,New,Chuck,25,1.19,6.45,1.48,10.46,75.0
5,220.0,0.08,1.2,D50,New,Chuck,25,1.18,5.27,1.39,6.08,59.0
6,340.0,0.08,1.2,D50,New,Chuck,25,1.09,5.77,1.34,6.68,44.0
7,220.0,0.12,1.2,D50,New,Chuck,25,1.69,6.99,2.01,8.3,123.0
8,340.0,0.12,1.2,D50,New,Chuck,25,1.62,7.05,1.92,9.7,124.0
9,179.09,0.1,0.95,D50,New,Chuck,25,1.09,5.68,1.39,6.77,96.0
10,380.91,0.1,0.95,D50,New,Chuck,25,0.75,3.85,0.92,5.2,73.0
11,280.0,0.07,0.95,D50,New,Chuck,25,1.33,5.75,1.63,5.91,68.0
12,280.0,0.13,0.95,D50,New,Chuck,25,1.43,6.86,1.75,9.89,120.0
13,280.0,0.1,0.53,D50,New,Chuck,25,1.26,5.38,1.5,5.66,102.0
14,280.0,0.1,1.37,D50,New,Chuck,25,1.47,6.87,1.77,9.02,102.0
15,280.0,0.1,0.95,D50,New,Chuck,25,1.52,6.76,1.8,8.62,62.0
16,280.0,0.1,0.95,D50,New,Chuck,25,1.42,6.03,1.64,7.1,67.0
17,280.0,0.1,0.95,D50,New,Chuck,25,1.12,5.15,1.36,5.7,67.0
1,220.0,0.08,0.7,D50,New,Chuck,26,0.82,3.81,0.98,4.64,77.0
2,340.0,0.08,0.7,D50,New,Chuck,26,0.82,4.1,1.0,6.45,46.0
3,220.0,0.12,0.7,D50,New,Chuck,26,1.11,5.67,1.33,7.86,104.0
4,340.0,0.12,0.7,D50,New,Chuck,26,1.12,5.39,1.34,5.98,54.0
5,220.0,0.08,1.2,D50,New,Chuck,26,1.31,6.0,1.55,9.33,74.0
6,340.0,0.08,1.2,D50,New,Chuck,26,0.98,5.49,1.22,6.21,45.0
7,220.0,0.12,1.2,D50,New,Chuck,26,1.47,6.19,1.74,6.54,119.0
8,340.0,0.12,1.2,D50,New,Chuck,26,1.6,6.69,1.9,7.33,121.0
9,179.09,0.1,0.95,D50,New,Chuck,26,1.07,5.34,1.36,5.6,91.0
10,380.91,0.1,0.95,D50,New,Chuck,26,0.77,3.67,0.93,5.52,84.0
11,280.0,0.07,0.95,D50,New,Chuck,26,1.36,5.97,1.63,6.51,55.0
12,280.0,0.13,0.95,D50,New,Chuck,26,1.65,8.42,2.05,14.16,112.0
13,280.0,0.1,0.53,D50,New,Chuck,26,1.3,5.37,1.52,6.29,102.0
14,280.0,0.1,1.37,D50,New,Chuck,26,1.49,7.3,1.81,9.92,103.0
15,280.0,0.1,0.95,D50,New,Chuck,26,1.35,6.55,1.68,9.84,47.0
16,280.0,0.1,0.95,D50,New,Chuck,26,1.24,5.64,1.5,6.22,44.0
17,280.0,0.1,0.95,D50,New,Chuck,26,1.09,5.14,1.33,5.61,57.0
1,220.0,0.08,0.7,D50,New,Chuck,27,0.85,3.9,1.0,6.21,76.0
2,340.0,0.08,0.7,D50,New,Chuck,27,0.93,6.02,1.22,9.77,57.0
3,220.0,0.12,0.7,D50,New,Chuck,27,1.19,5.59,1.4,6.17,120.0
4,340.0,0.12,0.7,D50,New,Chuck,27,1.08,5.54,1.31,7.67,47.0
5,220.0,0.08,1.2,D50,New,Chuck,27,1.15,5.01,1.35,5.3,59.0
6,340.0,0.08,1.2,D50,New,Chuck,27,0.81,4.52,1.03,5.54,42.0
7,220.0,0.12,1.2,D50,New,Chuck,27,1.58,6.64,1.87,7.47,116.0
8,340.0,0.12,1.2,D50,New,Chuck,27,1.63,7.15,1.94,10.0,120.0
9,179.09,0.1,0.95,D50,New,Chuck,27,1.19,5.85,1.51,66.5,98.0
10,380.91,0.1,0.95,D50,New,Chuck,27,1.7,8.81,2.1,17.84,68.0
11,280.0,0.07,0.95,D50,New,Chuck,27,1.34,5.9,1.62,6.13,58.0
12,280.0,0.13,0.95,D50,New,Chuck,27,1.81,8.26,2.15,11.31,111.0
13,280.0,0.1,0.53,D50,New,Chuck,27,1.37,5.47,1.58,6.31,98.0
14,280.0,0.1,1.37,D50,New,Chuck,27,1.34,6.0,1.61,6.65,96.0
15,280.0,0.1,0.95,D50,New,Chuck,27,1.51,6.95,1.85,9.58,53.0
16,280.0,0.1,0.95,D50,New,Chuck,27,1.45,6.42,1.73,9.69,74.0
17,280.0,0.1,0.95,D50,New,Chuck,27,1.19,5.36,1.44,6.89,59.0
1,220.0,0.08,0.7,D50,New,Chuck,28,1.04,5.19,1.3,12.01,72.0
2,340.0,0.08,0.7,D50,New,Chuck,28,0.88,4.79,1.09,6.72,59.0
3,220.0,0.12,0.7,D50,New,Chuck,28,1.11,5.25,1.3,6.26,102.0
4,340.0,0.12,0.7,D50,New,Chuck,28,1.23,6.35,1.56,11.54,63.0
5,220.0,0.08,1.2,D50,New,Chuck,28,1.16,4.92,1.36,6.51,74.0
6,340.0,0.08,1.2,D50,New,Chuck,28,0.71,3.98,0.86,5.15,34.0
7,220.0,0.12,1.2,D50,New,Chuck,28,1.61,6.92,1.92,8.25,119.0
8,340.0,0.12,1.2,D50,New,Chuck,28,1.69,6.86,2.0,8.54,124.0
9,179.09,0.1,0.95,D50,New,Chuck,28,1.09,5.51,1.41,5.86,83.0
10,380.91,0.1,0.95,D50,New,Chuck,28,0.98,4.59,1.18,5.26,74.0
11,280.0,0.07,0.95,D50,New,Chuck,28,1.28,5.97,1.56,6.73,62.0
12,280.0,0.13,0.95,D50,New,Chuck,28,1.36,6.03,1.61,7.11,114.0
13,280.0,0.1,0.53,D50,New,Chuck,28,1.31,5.41,1.55,5.85,102.0
14,280.0,0.1,1.37,D50,New,Chuck,28,1.27,5.97,1.56,7.8,94.0
15,280.0,0.1,0.95,D50,New,Chuck,28,1.32,5.96,1.6,6.84,51.0
16,280.0,0.1,0.95,D50,New,Chuck,28,1.32,6.08,1.56,7.33,59.0
17,280.0,0.1,0.95,D50,New,Chuck,28,1.09,4.95,1.33,5.38,53.0
1,220.0,0.08,0.7,D50,New,Chuck,29,0.9,4.39,1.09,5.43,84.0
2,340.0,0.08,0.7,D50,New,Chuck,29,0.84,3.92,0.99,4.24,57.0
3,220.0,0.12,0.7,D50,New,Chuck,29,1.21,5.89,1.44,7.36,117.0
4,340.0,0.12,0.7,D50,New,Chuck,29,1.55,8.95,2.03,12.28,70.0
5,220.0,0.08,1.2,D50,New,Chuck,29,1.22,5.06,1.42,5.97,69.0
6,340.0,0.08,1.2,D50,New,Chuck,29,0.82,4.65,1.04,5.68,39.0
7,220.0,0.12,1.2,D50,New,Chuck,29,1.55,6.56,1.83,7.35,119.0
8,340.0,0.12,1.2,D50,New,Chuck,29,1.63,7.08,1.93,7.75,119.0
9,179.09,0.1,0.95,D50,New,Chuck,29,1.04,5.31,1.36,6.05,74.0
10,380.91,0.1,0.95,D50,New,Chuck,29,1.25,7.69,1.69,10.44,95.0
11,280.0,0.07,0.95,D50,New,Chuck,29,1.31,5.52,1.57,5.86,58.0
12,280.0,0.13,0.95,D50,New,Chuck,29,1.46,6.14,1.72,7.3,130.0
13,280.0,0.1,0.53,D50,New,Chuck,29,1.29,5.57,1.51,6.23,96.0
14,280.0,0.1,1.37,D50,New,Chuck,29,1.56,6.75,1.85,8.92,95.0
15,280.0,0.1,0.95,D50,New,Chuck,29,1.53,7.4,1.88,11.29,48.0
16,280.0,0.1,0.95,D50,New,Chuck,29,1.39,6.31,1.64,7.96,53.0
17,280.0,0.1,0.95,D50,New,Chuck,29,1.19,5.13,1.41,5.79,73.0
1,220.0,0.08,0.7,D50,New,Chuck,30,0.8,4.24,1.0,6.21,61.0
2,340.0,0.08,0.7,D50,New,Chuck,30,0.71,3.38,0.87,3.59,57.0
3,220.0,0.12,0.7,D50,New,Chuck,30,1.3,7.13,1.61,11.77,97.0
4,340.0,0.12,0.7,D50,New,Chuck,30,1.18,6.23,1.45,7.8,60.0
5,220.0,0.08,1.2,D50,New,Chuck,30,1.43,5.75,1.66,9.48,68.0
6,340.0,0.08,1.2,D50,New,Chuck,30,0.78,4.29,0.97,5.86,35.0
7,220.0,0.12,1.2,D50,New,Chuck,30,1.49,6.23,1.77,6.62,122.0
8,340.0,0.12,1.2,D50,New,Chuck,30,1.55,6.41,1.82,7.73,122.0
9,179.09,0.1,0.95,D50,New,Chuck,30,1.18,5.9,1.48,7.24,98.0
10,380.91,0.1,0.95,D50,New,Chuck,30,0.94,5.25,1.18,10.8,70.0
11,280.0,0.07,0.95,D50,New,Chuck,30,1.28,5.95,1.57,6.34,51.0
12,280.0,0.13,0.95,D50,New,Chuck,30,1.41,6.84,1.71,10.34,124.0
13,280.0,0.1,0.53,D50,New,Chuck,30,1.3,5.46,1.52,6.91,101.0
14,280.0,0.1,1.37,D50,New,Chuck,30,1.39,6.4,1.68,9.44,87.0
15,280.0,0.1,0.95,D50,New,Chuck,30,1.42,6.26,1.66,7.05,64.0
16,280.0,0.1,0.95,D50,New,Chuck,30,1.48,6.99,1.81,12.09,58.0
17,280.0,0.1,0.95,D50,New,Chuck,30,1.18,5.64,1.46,8.67,60.0
1,220.0,0.08,0.7,D50,New,Chuck,31,0.74,3.58,0.89,4.97,76.0
2,340.0,0.08,0.7,D50,New,Chuck,31,0.74,3.62,0.9,4.21,52.0
3,220.0,0.12,0.7,D50,New,Chuck,31,1.22,6.04,1.5,10.01,99.0
4,340.0,0.12,0.7,D50,New,Chuck,31,1.45,8.65,1.88,12.86,45.0
5,220.0,0.08,1.2,D50,New,Chuck,31,1.24,5.72,1.47,8.45,69.0
6,340.0,0.08,1.2,D50,New,Chuck,31,0.92,5.05,1.18,6.24,39.0
7,220.0,0.12,1.2,D50,New,Chuck,31,1.6,6.86,1.89,8.28,101.0
8,340.0,0.12,1.2,D50,New,Chuck,31,1.65,6.88,1.94,8.02,124.0
9,179.09,0.1,0.95,D50,New,Chuck,31,1.1,5.69,1.41,6.36,68.0
10,380.91,0.1,0.95,D50,New,Chuck,31,0.93,5.71,1.23,12.81,63.0
11,280.0,0.07,0.95,D50,New,Chuck,31,1.33,5.79,1.62,6.04,60.0
12,280.0,0.13,0.95,D50,New,Chuck,31,1.3,5.85,1.56,6.0,117.0
13,280.0,0.1,0.53,D50,New,Chuck,31,1.29,5.37,1.52,6.07,100.0
14,280.0,0.1,1.37,D50,New,Chuck,31,1.27,5.79,1.53,7.78,102.0
15,280.0,0.1,0.95,D50,New,Chuck,31,1.42,6.48,1.74,8.15,52.0
16,280.0,0.1,0.95,D50,New,Chuck,31,1.31,6.65,1.55,6.21,48.0
17,280.0,0.1,0.95,D50,New,Chuck,31,1.11,5.07,1.35,5.75,62.0
1,220.0,0.08,0.7,D50,New,Chuck,32,0.77,3.77,0.92,4.94,66.0
2,340.0,0.08,0.7,D50,New,Chuck,32,0.76,3.58,0.91,4.08,68.0
3,220.0,0.12,0.7,D50,New,Chuck,32,1.14,5.34,1.35,6.71,84.0
4,340.0,0.12,0.7,D50,New,Chuck,32,1.3,6.77,1.61,9.64,68.0
5,220.0,0.08,1.2,D50,New,Chuck,32,1.21,6.22,1.46,7.67,56.0
6,340.0,0.08,1.2,D50,New,Chuck,32,1.4,7.74,1.84,15.97,49.0
7,220.0,0.12,1.2,D50,New,Chuck,32,1.52,6.56,1.82,6.9,119.0
8,340.0,0.12,1.2,D50,New,Chuck,32,1.64,6.82,1.94,8.07,110.0
9,179.09,0.1,0.95,D50,New,Chuck,32,1.06,5.47,1.38,5.8,87.0
10,380.91,0.1,0.95,D50,New,Chuck,32,0.82,4.48,1.03,6.9,66.0
11,280.0,0.07,0.95,D50,New,Chuck,32,1.38,5.78,1.66,6.29,57.0
12,280.0,0.13,0.95,D50,New,Chuck,32,1.55,6.93,1.85,8.79,126.0
13,280.0,0.1,0.53,D50,New,Chuck,32,1.16,4.99,1.39,5.22,94.0
14,280.0,0.1,1.37,D50,New,Chuck,32,1.37,6.06,1.64,6.93,99.0
15,280.0,0.1,0.95,D50,New,Chuck,32,1.45,1.71,1.71,7.2,57.0
16,280.0,0.1,0.95,D50,New,Chuck,32,1.31,5.52,1.54,6.06,46.0
17,280.0,0.1,0.95,D50,New,Chuck,32,1.24,5.73,1.5,7.26,57.0
1,220.0,0.08,0.7,D50,New,Chuck,33,0.9,4.46,1.08,5.67,75.0
2,340.0,0.08,0.7,D50,New,Chuck,33,0.76,4.11,0.93,5.97,57.0
3,220.0,0.12,0.7,D50,New,Chuck,33,1.1,5.06,1.29,5.44,102.0
4,340.0,0.12,0.7,D50,New,Chuck,33,1.37,8.08,1.77,12.14,68.0
5,220.0,0.08,1.2,D50,New,Chuck,33,1.47,6.91,1.79,12.31,72.0
6,340.0,0.08,1.2,D50,New,Chuck,33,0.84,4.43,1.04,5.11,47.0
7,220.0,0.12,1.2,D50,New,Chuck,33,1.64,6.7,1.94,7.3,120.0
8,340.0,0.12,1.2,D50,New,Chuck,33,1.57,6.74,1.84,7.39,119.0
9,179.09,0.1,0.95,D50,New,Chuck,33,1.31,6.5,1.62,9.66,96.0
10,380.91,0.1,0.95,D50,New,Chuck,33,1.39,7.16,1.81,15.96,75.0
11,280.0,0.07,0.95,D50,New,Chuck,33,1.46,6.2,1.76,7.33,53.0
12,280.0,0.13,0.95,D50,New,Chuck,33,1.43,6.54,1.7,7.48,120.0
13,280.0,0.1,0.53,D50,New,Chuck,33,1.18,5.16,1.4,5.39,101.0
14,280.0,0.1,1.37,D50,New,Chuck,33,1.32,5.66,1.57,7.13,100.0
15,280.0,0.1,0.95,D50,New,Chuck,33,1.38,1.68,1.68,1.68,48.0
16,280.0,0.1,0.95,D50,New,Chuck,33,1.19,5.44,1.45,5.97,41.0
17,280.0,0.1,0.95,D50,New,Chuck,33,1.07,4.92,1.31,5.26,65.0
1,220.0,0.08,0.7,D50,New,Chuck,34,0.8,4.27,0.98,5.56,74.0
2,340.0,0.08,0.7,D50,New,Chuck,34,0.8,3.67,0.95,4.63,78.0
3,220.0,0.12,0.7,D50,New,Chuck,34,1.18,5.78,1.39,7.94,93.0
4,340.0,0.12,0.7,D50,New,Chuck,34,1.39,7.12,1.67,9.65,85.0
5,220.0,0.08,1.2,D50,New,Chuck,34,1.26,5.66,1.51,6.92,65.0
6,340.0,0.08,1.2,D50,New,Chuck,34,0.76,4.55,0.97,5.31,64.0
7,220.0,0.12,1.2,D50,New,Chuck,34,1.71,7.1,2.03,7.98,119.0
8,340.0,0.12,1.2,D50,New,Chuck,34,1.65,6.88,1.95,7.71,121.0
9,179.09,0.1,0.95,D50,New,Chuck,34,1.05,5.38,1.34,5.94,81.0
10,380.91,0.1,0.95,D50,New,Chuck,34,1.14,5.42,1.37,6.3,82.0
11,280.0,0.07,0.95,D50,New,Chuck,34,1.31,5.71,1.61,5.9,61.0
12,280.0,0.13,0.95,D50,New,Chuck,34,1.4,6.01,1.65,6.84,129.0
13,280.0,0.1,0.53,D50,New,Chuck,34,1.27,5.45,1.5,5.88,100.0
14,280.0,0.1,1.37,D50,New,Chuck,34,1.71,7.61,2.03,11.99,101.0
15,280.0,0.1,0.95,D50,New,Chuck,34,1.51,1.81,1.81,1.81,61.0
