Number,Vc,f,ap,Stiffness,Wear,Position,Block,Ra,Ry,Rz,Rq,Rt,Sm
11,280.00,0.07,0.95,D30,New,CE,Run 16,1.76,9.63,8.90,2.12,9.95,127.00
12,280.00,0.13,0.95,D30,New,CE,Run 16,1.64,11.02,8.82,2.00,11.02,127.00
13,280.00,0.10,0.53,D30,New,CE,Run 16,1.01,6.01,5.28,1.24,6.01,96.00
14,280.00,0.10,1.37,D30,New,CE,Run 16,1.34,10.02,7.43,1.68,10.64,95.00
15,280.00,0.10,0.95,D30,New,CE,Run 16,1.28,7.54,7.08,1.58,7.93,95.00
16,280.00,0.10,0.95,D30,New,CE,Run 16,1.12,6.80,6.17,1.37,7.12,87.00
17,280.00,0.10,0.95,D30,New,CE,Run 16,1.14,6.69,6.06,1.40,6.96,88.00
1,220.00,0.08,0.70,D30,New,CE,Run 17,1.05,9.58,6.77,1.36,9.58,75.00
2,340.00,0.08,0.70,D30,New,CE,Run 17,0.97,5.93,5.58,1.21,6.26,80.00
3,220.00,0.12,0.70,D30,New,CE,Run 17,1.42,7.06,6.16,1.64,7.13,117.00
4,340.00,0.12,0.70,D30,New,CE,Run 17,1.49,7.82,7.24,1.76,8.10,117.00
5,220.00,0.08,1.20,D30,New,CE,Run 17,1.42,12.45,9.36,1.92,12.68,69.00
6,340.00,0.08,1.20,D30,New,CE,Run 17,1.29,9.50,7.34,1.65,9.57,72.00
7,220.00,0.12,1.20,D30,New,CE,Run 17,1.46,7.42,6.92,1.76,7.64,118.00
8,340.00,0.12,1.20,D30,New,CE,Run 17,1.60,8.82,7.94,1.91,9.23,119.00
9,179.09,0.10,0.95,D30,New,CE,Run 17,1.24,7.18,6.50,1.52,7.39,95.00
10,380.91,0.10,0.95,D30,New,CE,Run 17,1.65,11.61,10.02,2.10,12.26,88.00
11,280.00,0.07,0.95,D30,New,CE,Run 17,1.86,10.73,8.83,2.22,10.73,133.00
12,280.00,0.13,0.95,D30,New,CE,Run 17,1.82,10.97,9.96,2.23,11.27,120.00
13,280.00,0.10,0.53,D30,New,CE,Run 17,1.13,6.39,6.00,1.37,6.65,93.00
14,280.00,0.10,1.37,D30,New,CE,Run 17,1.26,10.14,7.48,1.58,10.27,91.00
15,280.00,0.10,0.95,D30,New,CE,Run 17,1.24,8.83,7.01,1.55,8.83,95.00
16,280.00,0.10,0.95,D30,New,CE,Run 17,1.06,6.26,5.56,1.30,6.26,93.00
17,280.00,0.10,0.95,D30,New,CE,Run 17,1.15,6.75,6.10,1.41,6.93,88.00
1,220.00,0.08,0.70,D30,New,CE,Run 18,1.01,7.90,6.14,1.29,7.90,83.00
2,340.00,0.08,0.70,D30,New,CE,Run 18,0.95,5.76,4.89,1.17,5.76,80.00
3,220.00,0.12,0.70,D30,New,CE,Run 18,1.42,7.53,6.72,1.66,7.62,102.00
4,340.00,0.12,0.70,D30,New,CE,Run 18,1.51,7.73,7.32,1.80,8.56,115.00
5,220.00,0.08,1.20,D30,New,CE,Run 18,1.72,17.18,10.81,2.24,17.18,77.00
6,340.00,0.08,1.20,D30,New,CE,Run 18,1.27,8.52,7.54,1.63,8.52,78.00
7,220.00,0.12,1.20,D30,New,CE,Run 18,1.62,8.53,7.94,1.95,9.25,117.00
8,340.00,0.12,1.20,D30,New,CE,Run 18,1.52,8.17,7.59,1.85,8.26,118.00
9,179.09,0.10,0.95,D30,New,CE,Run 18,1.28,8.52,7.35,1.60,9.39,89.00
10,380.91,0.10,0.95,D30,New,CE,Run 18,1.40,9.63,8.13,1.75,10.57,94.00
11,280.00,0.07,0.95,D30,New,CE,Run 18,2.09,10.46,9.43,2.48,10.73,147.00
12,280.00,0.13,0.95,D30,New,CE,Run 18,1.52,13.16,8.97,1.93,13.28,124.00
13,280.00,0.10,0.53,D30,New,CE,Run 18,1.07,6.08,5.56,1.30,6.08,97.00
14,280.00,0.10,1.37,D30,New,CE,Run 18,1.45,10.05,8.38,1.85,10.07,90.00
15,280.00,0.10,0.95,D30,New,CE,Run 18,1.25,7.18,6.59,1.53,7.46,91.00
16,280.00,0.10,0.95,D30,New,CE,Run 18,1.15,7.16,6.06,1.40,7.16,90.00
17,280.00,0.10,0.95,D30,New,CE,Run 18,1.14,6.44,5.96,1.39,6.50,89.00
1,220.00,0.08,0.70,D30,New,CE,Run 19,1.05,8.60,6.65,1.34,8.86,73.00
2,340.00,0.08,0.70,D30,New,CE,Run 19,1.03,5.77,5.23,1.26,5.80,78.00
3,220.00,0.12,0.70,D30,New,CE,Run 19,1.40,6.20,6.03,1.61,6.33,118.00
4,340.00,0.12,0.70,D30,New,CE,Run 19,1.40,6.78,6.51,1.63,6.91,118.00
5,220.00,0.08,1.20,D30,New,CE,Run 19,1.69,13.75,10.16,2.18,14.62,83.00
6,340.00,0.08,1.20,D30,New,CE,Run 19,1.49,9.41,8.41,1.90,9.88,84.00
7,220.00,0.12,1.20,D30,New,CE,Run 19,1.51,7.58,7.34,1.82,8.00,117.00
8,340.00,0.12,1.20,D30,New,CE,Run 19,1.67,11.21,8.72,2.02,11.52,115.00
9,179.09,0.10,0.95,D30,New,CE,Run 19,1.15,8.61,6.97,1.45,8.81,94.00
10,380.91,0.10,0.95,D30,New,CE,Run 19,1.59,14.84,9.87,2.09,14.84,93.00
11,280.00,0.07,0.95,D30,New,CE,Run 19,1.93,10.45,9.20,2.29,10.45,145.00
12,280.00,0.13,0.95,D30,New,CE,Run 19,1.40,7.88,7.15,1.69,8.51,128.00
13,280.00,0.10,0.53,D30,New,CE,Run 19,1.12,8.08,5.78,1.36,8.08,99.00
14,280.00,0.10,1.37,D30,New,CE,Run 19,1.36,9.92,7.66,1.67,10.17,104.00
15,280.00,0.10,0.95,D30,New,CE,Run 19,1.21,6.62,6.17,1.47,6.67,101.00
16,280.00,0.10,0.95,D30,New,CE,Run 19,1.15,6.97,5.94,1.39,6.97,97.00
17,280.00,0.10,0.95,D30,New,CE,Run 19,1.15,6.71,6.18,1.41,6.82,88.00
1,220.00,0.08,0.70,D30,New,CE,Run 20,0.88,6.42,5.77,1.12,7.00,77.00
2,340.00,0.08,0.70,D30,New,CE,Run 20,0.96,5.46,5.16,1.18,5.75,81.00
3,220.00,0.12,0.70,D30,New,CE,Run 20,1.40,6.83,6.26,1.62,6.83,119.00
4,340.00,0.12,0.70,D30,New,CE,Run 20,1.50,7.80,7.30,1.77,8.18,118.00
5,220.00,0.08,1.20,D30,New,CE,Run 20,1.62,19.66,13.06,2.35,19.66,77.00
6,340.00,0.08,1.20,D30,New,CE,Run 20,1.45,10.38,8.83,1.90,10.38,80.00
7,220.00,0.12,1.20,D30,New,CE,Run 20,1.56,7.29,7.02,1.86,7.40,118.00
8,340.00,0.12,1.20,D30,New,CE,Run 20,1.61,7.75,7.54,1.93,8.71,119.00
9,179.09,0.10,0.95,D30,New,CE,Run 20,1.44,10.20,8.31,1.79,10.20,87.00
10,380.91,0.10,0.95,D30,New,CE,Run 20,1.65,12.65,10.19,2.12,12.65,92.00
11,280.00,0.07,0.95,D30,New,CE,Run 20,2.06,10.85,9.84,2.44,10.85,165.00
12,280.00,0.13,0.95,D30,New,CE,Run 20,1.63,10.03,8.65,2.01,10.58,127.00
13,280.00,0.10,0.53,D30,New,CE,Run 20,1.09,6.66,5.83,1.34,7.16,93.00
14,280.00,0.10,1.37,D30,New,CE,Run 20,1.25,9.62,7.33,1.57,9.97,93.00
15,280.00,0.10,0.95,D30,New,CE,Run 20,1.23,7.28,6.09,1.49,7.39,99.00
16,280.00,0.10,0.95,D30,New,CE,Run 20,1.18,10.43,6.60,1.46,10.43,88.00
17,280.00,0.10,0.95,D30,New,CE,Run 20,1.17,6.53,6.22,1.43,6.86,88.00
1,220.00,0.08,0.70,D30,New,CE,Run 21,0.86,5.92,5.27,1.08,5.92,81.00
2,340.00,0.08,0.70,D30,New,CE,Run 21,0.99,6.03,5.52,1.23,6.04,78.00
3,220.00,0.12,0.70,D30,New,CE,Run 21,1.44,7.55,6.92,1.69,7.69,112.00
4,340.00,0.12,0.70,D30,New,CE,Run 21,1.51,7.36,6.95,1.77,7.80,116.00
5,220.00,0.08,1.20,D30,New,CE,Run 21,1.43,13.08,10.74,2.01,13.08,82.00
6,340.00,0.08,1.20,D30,New,CE,Run 21,1.52,10.43,8.67,1.92,10.78,73.00
7,220.00,0.12,1.20,D30,New,CE,Run 21,1.68,10.55,8.19,2.01,10.55,122.00
8,340.00,0.12,1.20,D30,New,CE,Run 21,1.50,7.52,7.14,1.80,7.56,119.00
9,179.09,0.10,0.95,D30,New,CE,Run 21,1.26,7.82,7.08,1.55,7.82,92.00
10,380.91,0.10,0.95,D30,New,CE,Run 21,1.53,10.99,8.11,1.91,10.99,93.00
11,280.00,0.07,0.95,D30,New,CE,Run 21,2.17,11.15,10.03,2.56,11.15,169.00
12,280.00,0.13,0.95,D30,New,CE,Run 21,1.36,7.69,7.05,1.65,7.69,127.00
13,280.00,0.10,0.53,D30,New,CE,Run 21,1.00,5.60,5.08,1.22,5.76,99.00
14,280.00,0.10,1.37,D30,New,CE,Run 21,1.16,6.12,5.71,1.40,6.31,102.00
15,280.00,0.10,0.95,D30,New,CE,Run 21,1.15,7.05,5.98,1.41,7.05,95.00
16,280.00,0.10,0.95,D30,New,CE,Run 21,1.17,6.61,6.26,1.42,6.66,96.00
17,280.00,0.10,0.95,D30,New,CE,Run 21,1.18,7.91,6.38,1.46,7.91,92.00
1,220.00,0.08,0.70,D30,New,CE,Run 22,1.03,7.42,7.42,1.31,7.70,77.00
2,340.00,0.08,0.70,D30,New,CE,Run 22,0.97,5.49,5.15,1.19,5.70,83.00
3,220.00,0.12,0.70,D30,New,CE,Run 22,1.43,6.27,5.76,1.64,6.48,118.00
4,340.00,0.12,0.70,D30,New,CE,Run 22,1.54,7.78,7.51,1.82,8.40,114.00
5,220.00,0.08,1.20,D30,New,CE,Run 22,1.73,14.51,10.30,2.29,14.51,101.00
6,340.00,0.08,1.20,D30,New,CE,Run 22,1.41,8.50,8.21,1.80,9.08,70.00
7,220.00,0.12,1.20,D30,New,CE,Run 22,1.41,7.17,6.67,1.68,7.75,118.00
8,340.00,0.12,1.20,D30,New,CE,Run 22,1.67,9.08,7.86,1.99,9.32,118.00
9,179.09,0.10,0.95,D30,New,CE,Run 22,1.42,8.40,7.44,1.75,8.79,91.00
10,380.91,0.10,0.95,D30,New,CE,Run 22,1.26,9.85,9.85,1.61,9.85,93.00
11,280.00,0.07,0.95,D30,New,CE,Run 22,1.96,10.31,9.04,2.32,10.55,146.00
12,280.00,0.13,0.95,D30,New,CE,Run 22,1.55,10.24,8.42,1.92,10.61,124.00
13,280.00,0.10,0.53,D30,New,CE,Run 22,1.11,6.00,5.65,1.36,6.60,100.00
14,280.00,0.10,1.37,D30,New,CE,Run 22,1.27,9.01,7.42,1.57,9.39,97.00
15,280.00,0.10,0.95,D30,New,CE,Run 22,1.16,6.27,6.04,1.42,6.38,94.00
16,280.00,0.10,0.95,D30,New,CE,Run 22,1.17,7.24,6.34,1.44,7.45,93.00
17,280.00,0.10,0.95,D30,New,CE,Run 22,1.14,6.35,6.14,1.40,6.63,98.00
1,220.00,0.08,0.70,D30,New,CE,Run 23,1.03,10.88,6.62,1.36,10.88,73.00
2,340.00,0.08,0.70,D30,New,CE,Run 23,0.99,5.61,5.43,1.22,5.80,81.00
3,220.00,0.12,0.70,D30,New,CE,Run 23,1.39,6.82,6.25,1.60,7.00,119.00
4,340.00,0.12,0.70,D30,New,CE,Run 23,1.44,7.73,6.66,1.70,7.73,119.00
5,220.00,0.08,1.20,D30,New,CE,Run 23,1.54,12.49,9.29,2.04,12.91,74.00
6,340.00,0.08,1.20,D30,New,CE,Run 23,1.52,9.83,8.44,1.92,10.09,79.00
7,220.00,0.12,1.20,D30,New,CE,Run 23,1.48,7.65,7.27,1.81,7.98,117.00
8,340.00,0.12,1.20,D30,New,CE,Run 23,1.55,7.45,7.36,1.85,8.27,114.00
9,179.09,0.10,0.95,D30,New,CE,Run 23,1.34,7.84,6.92,1.66,7.91,92.00
10,380.91,0.10,0.95,D30,New,CE,Run 23,1.35,11.69,9.12,1.74,12.08,93.00
11,280.00,0.07,0.95,D30,New,CE,Run 23,2.43,12.36,11.90,2.91,12.99,142.00
12,280.00,0.13,0.95,D30,New,CE,Run 23,1.60,11.30,8.82,1.97,11.74,130.00
13,280.00,0.10,0.53,D30,New,CE,Run 23,1.03,6.36,5.63,1.26,6.92,97.00
14,280.00,0.10,1.37,D30,New,CE,Run 23,1.40,9.66,7.48,1.71,9.66,99.00
15,280.00,0.10,0.95,D30,New,CE,Run 23,1.21,8.03,6.75,1.50,8.03,94.00
16,280.00,0.10,0.95,D30,New,CE,Run 23,1.12,6.47,6.09,1.38,6.72,87.00
17,280.00,0.10,0.95,D30,New,CE,Run 23,1.14,6.56,6.38,1.41,6.99,83.00
1,220.00,0.08,0.70,D30,New,CE,Run 24,0.89,6.52,5.30,1.10,6.89,82.00
2,340.00,0.08,0.70,D30,New,CE,Run 24,0.96,5.48,4.81,1.16,5.56,88.00
3,220.00,0.12,0.70,D30,New,CE,Run 24,1.39,6.62,6.15,1.60,6.78,118.00
4,340.00,0.12,0.70,D30,New,CE,Run 24,1.52,7.63,7.04,1.79,7.63,116.00
5,220.00,0.08,1.20,D30,New,CE,Run 24,1.19,11.83,7.69,1.55,11.87,81.00
6,340.00,0.08,1.20,D30,New,CE,Run 24,1.06,7.62,6.45,1.36,8.44,76.00
7,220.00,0.12,1.20,D30,New,CE,Run 24,1.62,9.43,8.39,1.97,9.98,112.00
8,340.00,0.12,1.20,D30,New,CE,Run 24,1.57,8.05,7.67,1.89,8.34,120.00
9,179.09,0.10,0.95,D30,New,CE,Run 24,1.31,7.73,7.31,1.62,8.53,84.00
10,380.91,0.10,0.95,D30,New,CE,Run 24,1.44,10.86,9.07,1.86,11.15,96.00
11,280.00,0.07,0.95,D30,New,CE,Run 24,2.41,12.31,11.76,2.88,12.92,146.00
12,280.00,0.13,0.95,D30,New,CE,Run 24,1.45,10.45,7.75,1.79,10.45,129.00
13,280.00,0.10,0.53,D30,New,CE,Run 24,1.07,6.07,5.55,1.31,6.07,95.00
14,280.00,0.10,1.37,D30,New,CE,Run 24,1.19,7.16,6.07,1.45,7.32,95.00
15,280.00,0.10,0.95,D30,New,CE,Run 24,1.21,7.04,6.28,1.47,7.07,94.00
16,280.00,0.10,0.95,D30,New,CE,Run 24,1.13,6.54,5.90,1.38,6.68,87.00
17,280.00,0.10,0.95,D30,New,CE,Run 24,1.18,6.81,6.43,1.45,6.98,80.00
1,220.00,0.08,0.70,D30,New,Chuck,Run 25,0.99,9.01,6.00,1.26,9.48,76.00
2,340.00,0.08,0.70,D30,New,Chuck,Run 25,1.18,10.74,8.23,1.53,10.74,77.00
3,220.00,0.12,0.70,D30,New,Chuck,Run 25,1.50,8.73,6.94,1.73,8.73,118.00
4,340.00,0.12,0.70,D30,New,Chuck,Run 25,1.50,7.72,6.66,1.76,7.72,119.00
5,220.00,0.08,1.20,D30,New,Chuck,Run 25,2.08,19.45,11.96,2.74,19.45,86.00
6,340.00,0.08,1.20,D30,New,Chuck,Run 25,1.52,10.22,9.68,1.99,1.88,80.00
7,220.00,0.12,1.20,D30,New,Chuck,Run 25,1.51,7.18,6.84,1.81,7.36,118.00
8,340.00,0.12,1.20,D30,New,Chuck,Run 25,1.75,9.00,8.23,2.07,9.41,117.00
9,179.09,0.10,0.95,D30,New,Chuck,Run 25,1.47,9.63,8.46,1.83,10.43,96.00
10,380.91,0.10,0.95,D30,New,Chuck,Run 25,1.28,9.78,9.04,1.67,10.09,93.00
11,280.00,0.07,0.95,D30,New,Chuck,Run 25,1.16,12.92,7.62,1.57,12.92,72.00
12,280.00,0.13,0.95,D30,New,Chuck,Run 25,1.57,13.90,8.40,1.95,13.90,128.00
13,280.00,0.10,0.53,D30,New,Chuck,Run 25,1.05,5.62,5.28,1.28,5.62,98.00
14,280.00,0.10,1.37,D30,New,Chuck,Run 25,1.23,8.52,7.56,1.53,8.90,98.00
15,280.00,0.10,0.95,D30,New,Chuck,Run 25,1.31,14.15,7.56,1.68,14.15,93.00
16,280.00,0.10,0.95,D30,New,Chuck,Run 25,1.18,8.81,6.80,1.47,8.86,95.00
17,280.00,0.10,0.95,D30,New,Chuck,Run 25,1.17,6.76,6.19,1.44,6.76,86.00
1,220.00,0.08,0.70,D30,New,Chuck,Run 26,0.98,9.82,6.74,1.30,9.82,78.00
2,340.00,0.08,0.70,D30,New,Chuck,Run 26,0.95,6.40,5.38,1.19,6.40,87.00
3,220.00,0.12,0.70,D30,New,Chuck,Run 26,1.46,6.92,6.48,1.69,7.22,118.00
4,340.00,0.12,0.70,D30,New,Chuck,Run 26,1.53,8.06,7.16,1.78,8.90,118.00
5,220.00,0.08,1.20,D30,New,Chuck,Run 26,2.11,17.80,12.54,2.81,17.80,95.00
6,340.00,0.08,1.20,D30,New,Chuck,Run 26,1.57,11.38,9.75,2.04,14.14,71.00
7,220.00,0.12,1.20,D30,New,Chuck,Run 26,1.58,10.92,8.00,1.92,10.92,118.00
8,340.00,0.12,1.20,D30,New,Chuck,Run 26,1.65,8.50,7.88,1.96,8.75,118.00
9,179.09,0.10,0.95,D30,New,Chuck,Run 26,1.50,10.63,8.96,1.89,11.12,96.00
10,380.91,0.10,0.95,D30,New,Chuck,Run 26,1.36,11.18,9.01,1.81,11.60,93.00
11,280.00,0.07,0.95,D30,New,Chuck,Run 26,1.09,9.70,8.05,1.45,10.21,75.00
12,280.00,0.13,0.95,D30,New,Chuck,Run 26,1.48,9.59,8.08,1.82,9.59,125.00
13,280.00,0.10,0.53,D30,New,Chuck,Run 26,1.09,6.09,5.55,1.32,6.13,99.00
14,280.00,0.10,1.37,D30,New,Chuck,Run 26,1.37,9.25,7.79,1.69,9.25,88.00
15,280.00,0.10,0.95,D30,New,Chuck,Run 26,1.11,9.59,6.13,1.37,9.59,90.00
16,280.00,0.10,0.95,D30,New,Chuck,Run 26,1.09,5.84,5.55,1.33,5.94,87.00
17,280.00,0.10,0.95,D30,New,Chuck,Run 26,1.19,7.28,6.42,1.45,7.28,94.00
1,220.00,0.08,0.70,D30,New,Chuck,Run 27,0.84,5.88,5.17,1.04,6.22,73.00
2,340.00,0.08,0.70,D30,New,Chuck,Run 27,1.01,6.65,5.96,1.25,6.65,89.00
3,220.00,0.12,0.70,D30,New,Chuck,Run 27,1.46,7.38,6.46,1.69,7.38,115.00
4,340.00,0.12,0.70,D30,New,Chuck,Run 27,1.46,7.55,6.83,1.71,7.94,119.00
5,220.00,0.08,1.20,D30,New,Chuck,Run 27,1.98,14.34,11.73,2.57,15.56,78.00
6,340.00,0.08,1.20,D30,New,Chuck,Run 27,1.79,12.42,9.78,2.24,13.15,74.00
7,220.00,0.12,1.20,D30,New,Chuck,Run 27,1.56,8.29,7.17,1.86,8.37,118.00
8,340.00,0.12,1.20,D30,New,Chuck,Run 27,1.62,8.22,7.56,1.93,8.57,118.00
9,179.09,0.10,0.95,D30,New,Chuck,Run 27,1.20,7.89,6.77,1.48,8.70,98.00
10,380.91,0.10,0.95,D30,New,Chuck,Run 27,1.37,12.05,8.60,1.75,12.42,96.00
11,280.00,0.07,0.95,D30,New,Chuck,Run 27,1.09,12.19,7.20,1.35,12.81,61.00
12,280.00,0.13,0.95,D30,New,Chuck,Run 27,1.66,9.59,8.56,2.02,10.23,124.00
13,280.00,0.10,0.53,D30,New,Chuck,Run 27,1.21,8.95,7.07,1.50,8.97,97.00
14,280.00,0.10,1.37,D30,New,Chuck,Run 27,1.15,7.35,6.31,1.40,7.37,99.00
15,280.00,0.10,0.95,D30,New,Chuck,Run 27,1.14,6.20,5.79,1.40,6.30,96.00
16,280.00,0.10,0.95,D30,New,Chuck,Run 27,1.18,8.73,7.00,1.47,9.05,83.00
17,280.00,0.10,0.95,D30,New,Chuck,Run 27,1.21,7.48,6.52,1.49,8.15,83.00
1,220.00,0.08,0.70,D30,New,Chuck,Run 28,1.34,11.45,8.60,1.82,11.45,85.00
2,340.00,0.08,0.70,D30,New,Chuck,Run 28,0.99,8.01,6.09,1.24,8.53,80.00
3,220.00,0.12,0.70,D30,New,Chuck,Run 28,1.44,7.40,6.56,1.67,8.13,119.00
4,340.00,0.12,0.70,D30,New,Chuck,Run 28,1.50,7.56,7.06,1.75,7.56,117.00
5,220.00,0.08,1.20,D30,New,Chuck,Run 28,1.41,10.51,8.52,1.80,10.51,83.00
6,340.00,0.08,1.20,D30,New,Chuck,Run 28,1.57,11.45,9.38,2.00,11.45,73.00
7,220.00,0.12,1.20,D30,New,Chuck,Run 28,1.73,11.54,9.26,2.10,11.54,115.00
8,340.00,0.12,1.20,D30,New,Chuck,Run 28,1.50,8.15,7.22,1.80,8.15,122.00
9,179.09,0.10,0.95,D30,New,Chuck,Run 28,1.37,9.66,7.95,1.69,9.98,94.00
10,380.91,0.10,0.95,D30,New,Chuck,Run 28,1.35,11.20,9.00,1.78,11.43,93.00
11,280.00,0.07,0.95,D30,New,Chuck,Run 28,1.16,9.94,7.47,1.49,9.95,62.00
12,280.00,0.13,0.95,D30,New,Chuck,Run 28,1.47,8.74,8.06,1.70,8.74,128.00
13,280.00,0.10,0.53,D30,New,Chuck,Run 28,1.05,5.71,5.32,1.29,5.87,99.00
14,280.00,0.10,1.37,D30,New,Chuck,Run 28,1.39,11.96,7.99,1.74,11.96,91.00
15,280.00,0.10,0.95,D30,New,Chuck,Run 28,1.28,7.54,7.08,1.58,7.93,95.00
16,280.00,0.10,0.95,D30,New,Chuck,Run 28,1.15,6.67,6.18,1.40,7.01,92.00
17,280.00,0.10,0.95,D30,New,Chuck,Run 28,1.16,7.36,6.55,1.44,7.73,85.00
1,220.00,0.08,0.70,D30,New,Chuck,Run 29,1.31,14.87,9.44,1.84,14.87,76.00
2,340.00,0.08,0.70,D30,New,Chuck,Run 29,1.04,7.44,5.40,1.25,7.44,79.00
3,220.00,0.12,0.70,D30,New,Chuck,Run 29,1.47,6.65,6.22,1.69,6.73,119.00
4,340.00,0.12,0.70,D30,New,Chuck,Run 29,1.52,7.40,7.17,1.77,8.08,140.00
5,220.00,0.08,1.20,D30,New,Chuck,Run 29,1.36,13.20,9.75,1.92,13.20,73.00
6,340.00,0.08,1.20,D30,New,Chuck,Run 29,1.52,9.91,9.08,1.93,10.13,76.00
7,220.00,0.12,1.20,D30,New,Chuck,Run 29,1.59,8.35,7.14,1.89,8.35,118.00
8,340.00,0.12,1.20,D30,New,Chuck,Run 29,1.63,7.91,7.53,1.92,8.66,118.00
9,179.09,0.10,0.95,D30,New,Chuck,Run 29,1.51,8.55,8.06,1.89,8.78,95.00
10,380.91,0.10,0.95,D30,New,Chuck,Run 29,1.33,11.45,8.45,1.72,11.45,83.00
11,280.00,0.07,0.95,D30,New,Chuck,Run 29,1.56,14.92,10.10,2.08,14.92,62.00
12,280.00,0.13,0.95,D30,New,Chuck,Run 29,1.58,8.80,7.65,1.90,8.83,129.00
13,280.00,0.10,0.53,D30,New,Chuck,Run 29,1.16,8.20,6.89,1.42,8.20,94.00
14,280.00,0.10,1.37,D30,New,Chuck,Run 29,1.27,8.54,7.21,1.57,8.73,93.00
15,280.00,0.10,0.95,D30,New,Chuck,Run 29,1.24,8.83,7.01,1.55,8.83,95.00
16,280.00,0.10,0.95,D30,New,Chuck,Run 29,1.14,8.43,6.05,1.40,8.52,85.00
17,280.00,0.10,0.95,D30,New,Chuck,Run 29,1.14,6.88,6.28,1.41,6.88,87.00
1,220.00,0.08,0.70,D30,New,Chuck,Run 30,1.35,12.65,9.74,1.89,12.65,72.00
2,340.00,0.08,0.70,D30,New,Chuck,Run 30,0.96,5.85,5.28,1.19,6.35,84.00
3,220.00,0.12,0.70,D30,New,Chuck,Run 30,1.56,10.96,8.01,1.84,10.99,118.00
4,340.00,0.12,0.70,D30,New,Chuck,Run 30,1.47,7.15,6.90,1.72,7.43,118.00
5,220.00,0.08,1.20,D30,New,Chuck,Run 30,1.78,13.97,11.00,2.28,13.97,87.00
6,340.00,0.08,1.20,D30,New,Chuck,Run 30,1.42,19.14,8.55,1.82,10.54,70.00
7,220.00,0.12,1.20,D30,New,Chuck,Run 30,1.59,7.19,6.98,1.87,7.23,118.00
8,340.00,0.12,1.20,D30,New,Chuck,Run 30,1.54,7.54,7.05,1.83,7.54,120.00
9,179.09,0.10,0.95,D30,New,Chuck,Run 30,1.37,9.34,7.47,1.67,9.34,92.00
10,380.91,0.10,0.95,D30,New,Chuck,Run 30,1.50,11.52,9.62,1.96,11.58,88.00
11,280.00,0.07,0.95,D30,New,Chuck,Run 30,1.12,10.14,8.20,1.49,10.19,72.00
12,280.00,0.13,0.95,D30,New,Chuck,Run 30,1.65,9.71,8.49,1.99,10.00,126.00
13,280.00,0.10,0.53,D30,New,Chuck,Run 30,1.14,10.25,6.66,1.41,10.39,99.00
14,280.00,0.10,1.37,D30,New,Chuck,Run 30,1.16,8.25,6.41,1.42,8.25,96.00
15,280.00,0.10,0.95,D30,New,Chuck,Run 30,1.27,9.04,9.69,1.56,9.44,95.00
16,280.00,0.10,0.95,D30,New,Chuck,Run 30,1.24,16.49,7.88,1.66,16.49,92.00
17,280.00,0.10,0.95,D30,New,Chuck,Run 30,1.17,6.40,6.13,1.44,7.26,86.00
1,220.00,0.08,0.70,D30,New,Chuck,Run 31,1.06,12.26,8.21,1.46,12.26,71.00
2,340.00,0.08,0.70,D30,New,Chuck,Run 31,1.13,9.40,6.97,1.43,9.50,84.00
3,220.00,0.12,0.70,D30,New,Chuck,Run 31,1.52,8.76,7.04,1.76,8.99,119.00
4,340.00,0.12,0.70,D30,New,Chuck,Run 31,1.49,7.34,7.10,1.75,7.97,118.00
5,220.00,0.08,1.20,D30,New,Chuck,Run 31,1.66,10.84,10.34,2.18,11.57,76.00
6,340.00,0.08,1.20,D30,New,Chuck,Run 31,1.56,10.36,8.55,1.93,10.36,73.00
7,220.00,0.12,1.20,D30,New,Chuck,Run 31,1.56,9.05,7.30,1.86,9.05,119.00
8,340.00,0.12,1.20,D30,New,Chuck,Run 31,1.54,9.91,8.06,1.88,9.91,116.00
9,179.09,0.10,0.95,D30,New,Chuck,Run 31,1.40,10.30,8.14,1.73,10.77,90.00
10,380.91,0.10,0.95,D30,New,Chuck,Run 31,1.39,11.22,9.21,1.80,11.22,103.00
11,280.00,0.07,0.95,D30,New,Chuck,Run 31,1.33,10.68,8.57,1.75,10.76,67.00
12,280.00,0.13,0.95,D30,New,Chuck,Run 31,1.60,14.87,9.51,2.01,14.87,128.00
13,280.00,0.10,0.53,D30,New,Chuck,Run 31,1.07,5.79,5.44,1.30,6.02,98.00
14,280.00,0.10,1.37,D30,New,Chuck,Run 31,1.27,9.12,7.31,1.56,9.12,99.00
15,280.00,0.10,0.95,D30,New,Chuck,Run 31,1.28,10.47,7.43,1.57,10.47,94.00
16,280.00,0.10,0.95,D30,New,Chuck,Run 31,1.06,5.93,5.16,1.29,5.93,82.00
17,280.00,0.10,0.95,D30,New,Chuck,Run 31,1.17,6.51,6.04,1.43,6.60,81.00
1,220.00,0.08,0.70,D30,New,Chuck,Run 32,0.88,8.14,5.76,1.13,8.76,77.00
2,340.00,0.08,0.70,D30,New,Chuck,Run 32,1.03,6.94,6.00,1.27,7.73,77.00
3,220.00,0.12,0.70,D30,New,Chuck,Run 32,1.53,8.09,6.75,1.77,8.09,119.00
4,340.00,0.12,0.70,D30,New,Chuck,Run 32,1.49,7.34,7.10,1.75,7.97,118.00
5,220.00,0.08,1.20,D30,New,Chuck,Run 32,1.52,13.65,10.40,2.08,13.71,77.00
6,340.00,0.08,1.20,D30,New,Chuck,Run 32,1.61,10.32,9.20,2.00,10.60,71.00
